x1,x2,x3,y
2.834940,-2.112713,4.796046,1.158695
-2.397170,-2.099169,3.759816,1.437605
2.202468,2.113062,2.704283,0.416512
0.861261,3.073313,1.422704,-0.350294
-2.375536,0.351666,4.484984,0.636837
0.554541,2.130438,1.175486,0.098396
1.169278,3.080782,1.626714,-0.481149
-3.064293,-2.251919,4.545324,1.349415
-0.287029,-0.325182,2.647710,0.557191
2.044545,-0.674986,3.711590,1.768009
-1.285797,-2.638628,2.953724,1.751343
-0.260450,1.604287,3.267196,1.016102
-0.362451,-0.416079,1.496916,0.010816
-1.244527,-0.192725,1.206860,-0.615773
2.629148,-2.194886,1.612462,0.340999
1.767423,-2.004797,0.777208,-0.295447
-2.446745,2.557907,4.371572,1.634070
3.122961,-2.861054,1.416235,0.220784
2.382584,-1.678539,2.807447,0.771140
-1.357743,-1.306530,3.959872,0.935758
2.116784,-0.061591,3.919121,2.016970
-2.472939,0.543151,2.191931,0.248286
3.135968,-0.042160,2.381287,0.452723
1.041028,-2.613080,4.973509,0.786461
0.943263,-1.610585,3.372987,1.135841
-2.573337,2.158829,4.073192,1.407712
2.494634,0.864495,4.512770,1.707057
-2.959383,0.937131,3.937949,0.998805
-1.628425,1.069419,0.925897,-0.291502
-2.242960,1.651868,2.810854,0.873997
1.738984,-2.776486,0.509471,-0.625316
-1.896239,-0.838124,3.264611,0.529372
2.580116,0.248358,4.776747,1.915530
0.981867,-1.015008,2.563660,1.398334
-2.914376,2.164425,2.164862,0.779024
-3.107476,-0.109500,0.179214,0.195227
-2.817016,1.687837,4.798873,1.467572
0.665548,2.211779,0.515013,-0.201639
1.894266,0.030106,0.205395,1.045875
-1.642721,2.573293,1.230333,1.527623
2.195401,0.547416,0.327652,0.876081
-2.781994,2.200838,2.275589,0.819282
1.891012,-1.001598,2.580439,1.382592
2.687918,-0.007433,1.562850,0.870931
1.709707,0.197361,0.254802,0.998607
1.244830,-2.481986,0.558002,-0.490360
2.123592,-0.637413,1.922522,1.263809
-2.889315,2.622210,0.302642,0.335344
-1.873758,0.822043,3.490949,0.398960
-2.356674,-2.026286,1.035103,0.655098
0.028469,-1.012500,1.510358,0.510683
1.540562,-1.937715,1.970629,0.038915
0.816889,-2.985624,2.083048,-0.028599
2.206222,2.685813,0.008304,-0.818373
-2.166361,-0.325423,0.560352,-0.760508
1.474168,-1.209293,4.313823,1.640337
-1.928677,0.618750,0.006165,-0.752744
-1.440365,-3.095635,2.540837,1.683359
1.318870,-1.394728,2.447510,0.986987
3.017216,1.275697,1.665471,0.401504
0.700849,0.840500,2.156635,1.036481
-2.799157,3.027276,3.902906,1.445975
0.730791,0.756230,4.206019,1.742675
-2.875496,-0.141335,1.301743,0.158064
2.413659,1.642629,1.612452,0.335195
1.316819,2.534184,1.212414,-0.358636
-2.053798,1.386674,2.399317,0.563955
-2.565293,2.910442,3.416292,1.366125
-1.988419,1.771891,1.141264,0.329095
3.016100,2.304681,1.653679,0.411042
-0.260371,-2.424656,4.651923,1.567544
